"CHNL_ID"|"CHNL_NM"|"CHNL_VAL"|"PARENT_ID"|"PARENT_NM"|"PARENT_FULL_ADDR"|"CHILD_ID"|"CHILD_NM"|"CHILD_FULL_ADDR"|"PFZ_MKT_NM"|"O_CHNL_NM_SLS"|"O_CHNL_VAL_SLS"|"O_PARENT_SLS"|"O_CHILD_SLS"|"O_CHNL_NM_GRWTH"|"O_CHNL_VAL_GRWTH"|"O_PARENT_GRWTH"|"O_CHILD_GRWTH"|"O_CHNL_NM_MKT_SHR"|"O_CHNL_VAL_MKT_SHR"|"O_PARENT_MKT_SHR"|"O_CHILD_MKT_SHR"|"O_CHNL_NM_NEW_PTNT"|"O_CHNL_VAL_NEW_PTNT"|"O_PARENT_NEW_PTNT"|"O_CHILD_NEW_PTNT"|"O_CHNL_NM_TOTAL_PTNT"|"O_CHNL_VAL_TOTAL_PTNT"|"O_PARENT_TOTAL_PTNT"|"O_CHILD_TOTAL_PTNT"|"O_CHNL_NM_NUM_HCP_TCL"|"O_CHNL_VAL_NUM_HCP_TCL"|"O_PARENT_NUM_HCP_TCL"|"O_CHILD_NUM_HCP_TCL"|"O_CHNL_NM_REACH"|"O_CHNL_VAL_REACH"|"O_PARENT_REACH"|"O_CHILD_REACH"|"O_CHNL_NM_FREQ"|"O_CHNL_VAL_FREQ"|"O_PARENT_FREQ"|"O_CHILD_FREQ"|"O_CHNL_NM_PENETRATION"|"O_CHNL_VAL_PENETRATION"|"O_PARENT_PENETRATION"|"O_CHILD_PENETRATION"|"CHNL_NM_RNK"|"CHNL_VAL_RNK"|"PARENT_RNK"|"CHILD_RNK"|"O_STD_CHNL_NM_SLS"|"O_STD_CHNL_VAL_SLS"|"O_STD_PARENT_SLS"|"O_STD_CHILD_SLS"
"Customer Segment"|"Academic"|"Academic"|"INS00000416"|"Cleveland Clinic Foundation"|"9500 EUCLID AVE, CLEVELAND, OH 44195"|"INS00758478"|"Cleveland Clinic Specialty Pharmacy"|"3175 SCIENCE PARK DR STE AC4-B100, BEACHWOOD, OH 44122"|"CML"|"$ 12,566,739.26"|"$ 12,566,739.26"|"$ 595,923.63"|"$ 90,453.84"|"76%"|"76%"|"194%"|"354%"|"10%"|"10%"|"8%"|"4%"|"75"|"75"|"5"|"0"|"838"|"838"|"41"|"0"|"553"|"553"|"43"|"0"|"54%"|"54%"|"72%"|"-"|"3.63"|"3.63"|"3.42"|"-"|"16%"|"16%"|"19%"|"-"|"3"|"3"|"7"|"3"|"16"|"16"|"20"|"34"
"Customer Segment"|"Academic"|"Academic"|"INS00000416"|"Cleveland Clinic Foundation"|"9500 EUCLID AVE, CLEVELAND, OH 44195"|"INS00121526"|"Cleveland Clinic Florida Weston Clinic"|"2950 CLEVELAND CLINIC BLVD, WESTON, FL 33331"|"CML"|"$ 12,566,739.26"|"$ 12,566,739.26"|"$ 595,923.63"|"$ 56,669.91"|"76%"|"76%"|"194%"|"-"|"10%"|"10%"|"8%"|"20%"|"75"|"75"|"5"|"1"|"838"|"838"|"41"|"4"|"553"|"553"|"43"|"1"|"54%"|"54%"|"72%"|"100%"|"3.63"|"3.63"|"3.42"|"1.00"|"16%"|"16%"|"19%"|"100%"|"3"|"3"|"7"|"4"|"16"|"16"|"20"|"21"
"Customer Segment"|"Academic"|"Academic"|"INS00000416"|"Cleveland Clinic Foundation"|"9500 EUCLID AVE, CLEVELAND, OH 44195"|"INS00518758"|"Cleveland Clinic Taussig Cancer Institute"|"2010 E 90TH ST, CLEVELAND, OH 44106"|"CML"|"$ 12,566,739.26"|"$ 12,566,739.26"|"$ 595,923.63"|"$ 40,050.36"|"76%"|"76%"|"194%"|"-"|"10%"|"10%"|"8%"|"6%"|"75"|"75"|"5"|"1"|"838"|"838"|"41"|"3"|"553"|"553"|"43"|"1"|"54%"|"54%"|"72%"|"100%"|"3.63"|"3.63"|"3.42"|"6.00"|"16%"|"16%"|"19%"|"100%"|"3"|"3"|"7"|"5"|"16"|"16"|"20"|"15"
"Customer Segment"|"Academic"|"Academic"|"INS00000416"|"Cleveland Clinic Foundation"|"9500 EUCLID AVE, CLEVELAND, OH 44195"|"INS00026792"|"Cleveland Clinic Cancer Center"|"5001 ROCKSIDE RD, INDEPENDENCE, OH 44131"|"CML"|"$ 12,566,739.26"|"$ 12,566,739.26"|"$ 595,923.63"|"$ 0.00"|"76%"|"76%"|"194%"|"-"|"10%"|"10%"|"8%"|"0%"|"75"|"75"|"5"|"0"|"838"|"838"|"41"|"0"|"553"|"553"|"43"|"2"|"54%"|"54%"|"72%"|"0%"|"3.63"|"3.63"|"3.42"|"-"|"16%"|"16%"|"19%"|"0%"|"3"|"3"|"7"|"6"|"16"|"16"|"20"|"0"
"Customer Segment"|"Academic"|"Academic"|"INS00000416"|"Cleveland Clinic Foundation"|"9500 EUCLID AVE, CLEVELAND, OH 44195"|"INS00470790"|"Cleveland Clinic Strongsville Family Health and Surgery Center"|"16761 SOUTHPARK CTR, STRONGSVILLE, OH 44136"|"CML"|"$ 12,566,739.26"|"$ 12,566,739.26"|"$ 595,923.63"|"$ 0.00"|"76%"|"76%"|"194%"|"-"|"10%"|"10%"|"8%"|"-"|"75"|"75"|"5"|"0"|"838"|"838"|"41"|"0"|"553"|"553"|"43"|"2"|"54%"|"54%"|"72%"|"100%"|"3.63"|"3.63"|"3.42"|"3.00"|"16%"|"16%"|"19%"|"0%"|"3"|"3"|"7"|"6"|"16"|"16"|"20"|"0"
"Customer Segment"|"Academic"|"Academic"|"INS00000416"|"Cleveland Clinic Foundation"|"9500 EUCLID AVE, CLEVELAND, OH 44195"|"INS00059080"|"Cleveland Clinic Lorain Family Health and Surgery Center"|"5700 COOPER FOSTER PARK RD W, LORAIN, OH 44053"|"CML"|"$ 12,566,739.26"|"$ 12,566,739.26"|"$ 595,923.63"|"$ 0.00"|"76%"|"76%"|"194%"|"-"|"10%"|"10%"|"8%"|"0%"|"75"|"75"|"5"|"0"|"838"|"838"|"41"|"0"|"553"|"553"|"43"|"1"|"54%"|"54%"|"72%"|"100%"|"3.63"|"3.63"|"3.42"|"2.00"|"16%"|"16%"|"19%"|"0%"|"3"|"3"|"7"|"6"|"16"|"16"|"20"|"0"
"Customer Segment"|"Academic"|"Academic"|"INS00000416"|"Cleveland Clinic Foundation"|"9500 EUCLID AVE, CLEVELAND, OH 44195"|"INS00645319"|"Clevelend Clinic Twinsburg Family Health and Surgery Center"|"8701 DARROW RD, TWINSBURG, OH 44087"|"CML"|"$ 12,566,739.26"|"$ 12,566,739.26"|"$ 595,923.63"|"$ 0.00"|"76%"|"76%"|"194%"|"-"|"10%"|"10%"|"8%"|"0%"|"75"|"75"|"5"|"0"|"838"|"838"|"41"|"0"|"553"|"553"|"43"|"1"|"54%"|"54%"|"72%"|"100%"|"3.63"|"3.63"|"3.42"|"1.00"|"16%"|"16%"|"19%"|"0%"|"3"|"3"|"7"|"6"|"16"|"16"|"20"|"0"
"Customer Segment"|"Academic"|"Academic"|"INS00000416"|"Cleveland Clinic Foundation"|"9500 EUCLID AVE, CLEVELAND, OH 44195"|"INS00544733"|"Cleveland Clinic Childrens Hospital"|"9500 EUCLID AVE, CLEVELAND, OH 44195"|"CML"|"$ 12,566,739.26"|"$ 12,566,739.26"|"$ 595,923.63"|"$ 0.00"|"76%"|"76%"|"194%"|"-"|"10%"|"10%"|"8%"|"0%"|"75"|"75"|"5"|"0"|"838"|"838"|"41"|"0"|"553"|"553"|"43"|"2"|"54%"|"54%"|"72%"|"100%"|"3.63"|"3.63"|"3.42"|"1.00"|"16%"|"16%"|"19%"|"0%"|"3"|"3"|"7"|"6"|"16"|"16"|"20"|"0"
"Customer Segment"|"Academic"|"Academic"|"INS00000416"|"Cleveland Clinic Foundation"|"9500 EUCLID AVE, CLEVELAND, OH 44195"|"INS00638371"|"Cleveland Clinic Neurological Institute"|"9500 EUCLID AVE # 51, CLEVELAND, OH 44195"|"CML"|"$ 12,566,739.26"|"$ 12,566,739.26"|"$ 595,923.63"|"$ 0.00"|"76%"|"76%"|"194%"|"-"|"10%"|"10%"|"8%"|"-"|"75"|"75"|"5"|"0"|"838"|"838"|"41"|"0"|"553"|"553"|"43"|"1"|"54%"|"54%"|"72%"|"0%"|"3.63"|"3.63"|"3.42"|"-"|"16%"|"16%"|"19%"|"0%"|"3"|"3"|"7"|"6"|"16"|"16"|"20"|"0"
"Customer Segment"|"Academic"|"Academic"|"INS00000416"|"Cleveland Clinic Foundation"|"9500 EUCLID AVE, CLEVELAND, OH 44195"|"INS00610913"|"Cleveland Clinic Cancer Center Willoughby Hills"|"2550 SOM CENTER RD STE 240, WILLOUGHBY HILLS, OH 44094"|"CML"|"$ 12,566,739.26"|"$ 12,566,739.26"|"$ 595,923.63"|"$ 0.00"|"76%"|"76%"|"194%"|"-"|"10%"|"10%"|"8%"|"-"|"75"|"75"|"5"|"0"|"838"|"838"|"41"|"0"|"553"|"553"|"43"|"1"|"54%"|"54%"|"72%"|"0%"|"3.63"|"3.63"|"3.42"|"-"|"16%"|"16%"|"19%"|"0%"|"3"|"3"|"7"|"6"|"16"|"16"|"20"|"0"
"Customer Segment"|"Academic"|"Academic"|"INS00000416"|"Cleveland Clinic Foundation"|"9500 EUCLID AVE, CLEVELAND, OH 44195"|"INS00522658"|"The Cleveland Clinic North Coast Cancer Care"|"417 QUARRY LAKES DR, SANDUSKY, OH 44870"|"CML"|"$ 12,566,739.26"|"$ 12,566,739.26"|"$ 595,923.63"|"$ 0.00"|"76%"|"76%"|"194%"|"-"|"10%"|"10%"|"8%"|"0%"|"75"|"75"|"5"|"0"|"838"|"838"|"41"|"0"|"553"|"553"|"43"|"4"|"54%"|"54%"|"72%"|"25%"|"3.63"|"3.63"|"3.42"|"1.00"|"16%"|"16%"|"19%"|"0%"|"3"|"3"|"7"|"6"|"16"|"16"|"20"|"0"
"Customer Segment"|"Academic"|"Academic"|"INS00000416"|"Cleveland Clinic Foundation"|"9500 EUCLID AVE, CLEVELAND, OH 44195"|"INS00412980"|"Cleveland Clinic Moll Cancer Center"|"18200 LORAIN AVE, CLEVELAND, OH 44111"|"CML"|"$ 12,566,739.26"|"$ 12,566,739.26"|"$ 595,923.63"|"$ 0.00"|"76%"|"76%"|"194%"|"-"|"10%"|"10%"|"8%"|"-"|"75"|"75"|"5"|"0"|"838"|"838"|"41"|"0"|"553"|"553"|"43"|"1"|"54%"|"54%"|"72%"|"100%"|"3.63"|"3.63"|"3.42"|"2.00"|"16%"|"16%"|"19%"|"0%"|"3"|"3"|"7"|"6"|"16"|"16"|"20"|"0"
"Customer Segment"|"Academic"|"Academic"|"INS00000416"|"Cleveland Clinic Foundation"|"9500 EUCLID AVE, CLEVELAND, OH 44195"|"INS00526442"|"South Pointe Cancer Center"|"4200 WARRENSVILLE CENTER RD, BEACHWOOD, OH 44122"|"CML"|"$ 12,566,739.26"|"$ 12,566,739.26"|"$ 595,923.63"|"$ 0.00"|"76%"|"76%"|"194%"|"-"|"10%"|"10%"|"8%"|"0%"|"75"|"75"|"5"|"0"|"838"|"838"|"41"|"0"|"553"|"553"|"43"|"1"|"54%"|"54%"|"72%"|"0%"|"3.63"|"3.63"|"3.42"|"-"|"16%"|"16%"|"19%"|"0%"|"3"|"3"|"7"|"6"|"16"|"16"|"20"|"0"
"Customer Segment"|"Academic"|"Academic"|"INS00000416"|"Cleveland Clinic Foundation"|"9500 EUCLID AVE, CLEVELAND, OH 44195"|"INS00050829"|"Akron General Hematology and Oncology"|"224 W EXCHANGE ST STE 160, AKRON, OH 44302"|"CML"|"$ 12,566,739.26"|"$ 12,566,739.26"|"$ 595,923.63"|"$ 0.00"|"76%"|"76%"|"194%"|"-"|"10%"|"10%"|"8%"|"0%"|"75"|"75"|"5"|"0"|"838"|"838"|"41"|"0"|"553"|"553"|"43"|"7"|"54%"|"54%"|"72%"|"100%"|"3.63"|"3.63"|"3.42"|"5.29"|"16%"|"16%"|"19%"|"0%"|"3"|"3"|"7"|"6"|"16"|"16"|"20"|"0"
"Customer Segment"|"Academic"|"Academic"|"INS00000416"|"Cleveland Clinic Foundation"|"9500 EUCLID AVE, CLEVELAND, OH 44195"|"INS00167693"|"Cleveland Clinic Wooster Specialty Center"|"721 E MILLTOWN RD, WOOSTER, OH 44691"|"CML"|"$ 12,566,739.26"|"$ 12,566,739.26"|"$ 595,923.63"|"$ 0.00"|"76%"|"76%"|"194%"|"-"|"10%"|"10%"|"8%"|"0%"|"75"|"75"|"5"|"0"|"838"|"838"|"41"|"0"|"553"|"553"|"43"|"1"|"54%"|"54%"|"72%"|"100%"|"3.63"|"3.63"|"3.42"|"2.00"|"16%"|"16%"|"19%"|"0%"|"3"|"3"|"7"|"6"|"16"|"16"|"20"|"0"
"Customer Segment"|"Academic"|"Academic"|"INS00000416"|"Cleveland Clinic Foundation"|"9500 EUCLID AVE, CLEVELAND, OH 44195"|"INS00593297"|"Ohio Cancer Specialists"|"1125 ASPIRA CT, MANSFIELD, OH 44906"|"CML"|"$ 12,566,739.26"|"$ 12,566,739.26"|"$ 595,923.63"|"$ 0.00"|"76%"|"76%"|"194%"|"-"|"10%"|"10%"|"8%"|"0%"|"75"|"75"|"5"|"0"|"838"|"838"|"41"|"0"|"553"|"553"|"43"|"2"|"54%"|"54%"|"72%"|"100%"|"3.63"|"3.63"|"3.42"|"5.00"|"16%"|"16%"|"19%"|"0%"|"3"|"3"|"7"|"6"|"16"|"16"|"20"|"0"
"Customer Segment"|"Academic"|"Academic"|"INS00000416"|"Cleveland Clinic Foundation"|"9500 EUCLID AVE, CLEVELAND, OH 44195"|"INS00457460"|"Cleveland Clinic Community Physician Partnership"|"6000 W CREEK RD STE 10, INDEPENDENCE, OH 44131"|"CML"|"$ 12,566,739.26"|"$ 12,566,739.26"|"$ 595,923.63"|"$ 0.00"|"76%"|"76%"|"194%"|"-"|"10%"|"10%"|"8%"|"0%"|"75"|"75"|"5"|"0"|"838"|"838"|"41"|"0"|"553"|"553"|"43"|"2"|"54%"|"54%"|"72%"|"100%"|"3.63"|"3.63"|"3.42"|"4.50"|"16%"|"16%"|"19%"|"0%"|"3"|"3"|"7"|"6"|"16"|"16"|"20"|"0"
"Customer Segment"|"Academic"|"Academic"|"INS00000324"|"Partners HealthCare System, Inc"|"800 BOYLSTON ST STE 1150, BOSTON, MA 02199"|"INS00002081"|"Dana Farber Cancer Institute"|"450 BROOKLINE AVE, BOSTON, MA 02215"|"CML"|"$ 12,566,739.26"|"$ 12,566,739.26"|"$ 560,259.26"|"$ 216,905.76"|"76%"|"76%"|"93%"|"4%"|"10%"|"10%"|"6%"|"6%"|"75"|"75"|"2"|"0"|"838"|"838"|"46"|"14"|"553"|"553"|"47"|"14"|"54%"|"54%"|"53%"|"50%"|"3.63"|"3.63"|"4.56"|"3.14"|"16%"|"16%"|"19%"|"29%"|"3"|"3"|"8"|"1"|"16"|"16"|"19"|"100"
"Customer Segment"|"Academic"|"Academic"|"INS00000324"|"Partners HealthCare System, Inc"|"800 BOYLSTON ST STE 1150, BOSTON, MA 02199"|"INS00005612"|"Brigham and Womens Hospital"|"75 FRANCIS ST, BOSTON, MA 02115"|"CML"|"$ 12,566,739.26"|"$ 12,566,739.26"|"$ 560,259.26"|"$ 127,813.99"|"76%"|"76%"|"93%"|"1,183%"|"10%"|"10%"|"6%"|"58%"|"75"|"75"|"2"|"0"|"838"|"838"|"46"|"11"|"553"|"553"|"47"|"5"|"54%"|"54%"|"53%"|"20%"|"3.63"|"3.63"|"4.56"|"3.00"|"16%"|"16%"|"19%"|"20%"|"3"|"3"|"8"|"2"|"16"|"16"|"19"|"59"
"Customer Segment"|"Academic"|"Academic"|"INS00000324"|"Partners HealthCare System, Inc"|"800 BOYLSTON ST STE 1150, BOSTON, MA 02199"|"INS00117879"|"Massachusetts General Cancer Center Emerson Bethke"|"131 OLD ROAD TO 9 ACRE COR STE 200, CONCORD, MA 01742"|"CML"|"$ 12,566,739.26"|"$ 12,566,739.26"|"$ 560,259.26"|"$ 122,130.99"|"76%"|"76%"|"93%"|"315%"|"10%"|"10%"|"6%"|"81%"|"75"|"75"|"2"|"1"|"838"|"838"|"46"|"12"|"553"|"553"|"47"|"2"|"54%"|"54%"|"53%"|"100%"|"3.63"|"3.63"|"4.56"|"3.50"|"16%"|"16%"|"19%"|"100%"|"3"|"3"|"8"|"3"|"16"|"16"|"19"|"56"
"Customer Segment"|"Academic"|"Academic"|"INS00000324"|"Partners HealthCare System, Inc"|"800 BOYLSTON ST STE 1150, BOSTON, MA 02199"|"INS00610131"|"Massachusetts General Hospital Cancer Center"|"32 FRUIT ST, BOSTON, MA 02114"|"CML"|"$ 12,566,739.26"|"$ 12,566,739.26"|"$ 560,259.26"|"$ 48,181.56"|"76%"|"76%"|"93%"|"583%"|"10%"|"10%"|"6%"|"12%"|"75"|"75"|"2"|"0"|"838"|"838"|"46"|"5"|"553"|"553"|"47"|"1"|"54%"|"54%"|"53%"|"100%"|"3.63"|"3.63"|"4.56"|"1.00"|"16%"|"16%"|"19%"|"100%"|"3"|"3"|"8"|"4"|"16"|"16"|"19"|"22"
"Customer Segment"|"Academic"|"Academic"|"INS00000324"|"Partners HealthCare System, Inc"|"800 BOYLSTON ST STE 1150, BOSTON, MA 02199"|"INS00543864"|"Dana Farber Cancer Center"|"20 PROSPECT ST, MILFORD, MA 01757"|"CML"|"$ 12,566,739.26"|"$ 12,566,739.26"|"$ 560,259.26"|"$ 45,226.95"|"76%"|"76%"|"93%"|"-"|"10%"|"10%"|"6%"|"16%"|"75"|"75"|"2"|"1"|"838"|"838"|"46"|"4"|"553"|"553"|"47"|"2"|"54%"|"54%"|"53%"|"100%"|"3.63"|"3.63"|"4.56"|"3.50"|"16%"|"16%"|"19%"|"50%"|"3"|"3"|"8"|"5"|"16"|"16"|"19"|"21"
"Customer Segment"|"Academic"|"Academic"|"INS00000324"|"Partners HealthCare System, Inc"|"800 BOYLSTON ST STE 1150, BOSTON, MA 02199"|"INS00116528"|"Dana Farber Community Cancer Care"|"51 PERFORMANCE DR STE 110, WEYMOUTH, MA 02189"|"CML"|"$ 12,566,739.26"|"$ 12,566,739.26"|"$ 560,259.26"|"$ 0.00"|"76%"|"76%"|"93%"|"-"|"10%"|"10%"|"6%"|"0%"|"75"|"75"|"2"|"0"|"838"|"838"|"46"|"0"|"553"|"553"|"47"|"2"|"54%"|"54%"|"53%"|"0%"|"3.63"|"3.63"|"4.56"|"-"|"16%"|"16%"|"19%"|"0%"|"3"|"3"|"8"|"6"|"16"|"16"|"19"|"0"
"Customer Segment"|"Academic"|"Academic"|"INS00000324"|"Partners HealthCare System, Inc"|"800 BOYLSTON ST STE 1150, BOSTON, MA 02199"|"INS00005611"|"Massachusetts General Hospital"|"55 FRUIT ST, BOSTON, MA 02114"|"CML"|"$ 12,566,739.26"|"$ 12,566,739.26"|"$ 560,259.26"|"$ 0.00"|"76%"|"76%"|"93%"|"-"|"10%"|"10%"|"6%"|"0%"|"75"|"75"|"2"|"0"|"838"|"838"|"46"|"0"|"553"|"553"|"47"|"2"|"54%"|"54%"|"53%"|"50%"|"3.63"|"3.63"|"4.56"|"12.00"|"16%"|"16%"|"19%"|"0%"|"3"|"3"|"8"|"6"|"16"|"16"|"19"|"0"
"Customer Segment"|"Academic"|"Academic"|"INS00000324"|"Partners HealthCare System, Inc"|"800 BOYLSTON ST STE 1150, BOSTON, MA 02199"|"INS00773065"|"Dana Farber Community Cancer Care"|"70 EAST ST, METHUEN, MA 01844"|"CML"|"$ 12,566,739.26"|"$ 12,566,739.26"|"$ 560,259.26"|"$ 0.00"|"76%"|"76%"|"93%"|"-"|"10%"|"10%"|"6%"|"-"|"75"|"75"|"2"|"0"|"838"|"838"|"46"|"0"|"553"|"553"|"47"|"1"|"54%"|"54%"|"53%"|"0%"|"3.63"|"3.63"|"4.56"|"-"|"16%"|"16%"|"19%"|"0%"|"3"|"3"|"8"|"6"|"16"|"16"|"19"|"0"
"Customer Segment"|"Academic"|"Academic"|"INS00000324"|"Partners HealthCare System, Inc"|"800 BOYLSTON ST STE 1150, BOSTON, MA 02199"|"INS00409097"|"Dana Farber Community Cancer Care"|"10 WILLARD ST, QUINCY, MA 02169"|"CML"|"$ 12,566,739.26"|"$ 12,566,739.26"|"$ 560,259.26"|"$ 0.00"|"76%"|"76%"|"93%"|"-"|"10%"|"10%"|"6%"|"0%"|"75"|"75"|"2"|"0"|"838"|"838"|"46"|"0"|"553"|"553"|"47"|"1"|"54%"|"54%"|"53%"|"100%"|"3.63"|"3.63"|"4.56"|"6.00"|"16%"|"16%"|"19%"|"0%"|"3"|"3"|"8"|"6"|"16"|"16"|"19"|"0"
"Customer Segment"|"Academic"|"Academic"|"INS00000324"|"Partners HealthCare System, Inc"|"800 BOYLSTON ST STE 1150, BOSTON, MA 02199"|"INS00085022"|"Massachusetts General North Shore Cancer Center"|"102 ENDICOTT ST, DANVERS, MA 01923"|"CML"|"$ 12,566,739.26"|"$ 12,566,739.26"|"$ 560,259.26"|"$ 0.00"|"76%"|"76%"|"93%"|"-"|"10%"|"10%"|"6%"|"0%"|"75"|"75"|"2"|"0"|"838"|"838"|"46"|"0"|"553"|"553"|"47"|"2"|"54%"|"54%"|"53%"|"50%"|"3.63"|"3.63"|"4.56"|"4.00"|"16%"|"16%"|"19%"|"0%"|"3"|"3"|"8"|"6"|"16"|"16"|"19"|"0"
"Customer Segment"|"Academic"|"Academic"|"INS00000324"|"Partners HealthCare System, Inc"|"800 BOYLSTON ST STE 1150, BOSTON, MA 02199"|"INS00755363"|"Massachusetts General North Shore Outpatient Imaging Center"|"102 ENDICOTT ST, DANVERS, MA 01923"|"CML"|"$ 12,566,739.26"|"$ 12,566,739.26"|"$ 560,259.26"|"$ 0.00"|"76%"|"76%"|"93%"|"-100%"|"10%"|"10%"|"6%"|"0%"|"75"|"75"|"2"|"0"|"838"|"838"|"46"|"0"|"553"|"553"|"47"|"3"|"54%"|"54%"|"53%"|"67%"|"3.63"|"3.63"|"4.56"|"4.50"|"16%"|"16%"|"19%"|"0%"|"3"|"3"|"8"|"6"|"16"|"16"|"19"|"0"
"Customer Segment"|"Academic"|"Academic"|"INS00000324"|"Partners HealthCare System, Inc"|"800 BOYLSTON ST STE 1150, BOSTON, MA 02199"|"INS00651099"|"Mass General Imaging Boston"|"55 FRUIT ST, BOSTON, MA 02114"|"CML"|"$ 12,566,739.26"|"$ 12,566,739.26"|"$ 560,259.26"|"$ 0.00"|"76%"|"76%"|"93%"|"-100%"|"10%"|"10%"|"6%"|"0%"|"75"|"75"|"2"|"0"|"838"|"838"|"46"|"0"|"553"|"553"|"47"|"1"|"54%"|"54%"|"53%"|"100%"|"3.63"|"3.63"|"4.56"|"1.00"|"16%"|"16%"|"19%"|"0%"|"3"|"3"|"8"|"6"|"16"|"16"|"19"|"0"
"Customer Segment"|"Academic"|"Academic"|"INS00000324"|"Partners HealthCare System, Inc"|"800 BOYLSTON ST STE 1150, BOSTON, MA 02199"|"INS00005617"|"Newton-Wellesley Hospital"|"2014 WASHINGTON ST, NEWTON LOWER FALLS, MA 02462"|"CML"|"$ 12,566,739.26"|"$ 12,566,739.26"|"$ 560,259.26"|"$ 0.00"|"76%"|"76%"|"93%"|"-"|"10%"|"10%"|"6%"|"0%"|"75"|"75"|"2"|"0"|"838"|"838"|"46"|"0"|"553"|"553"|"47"|"1"|"54%"|"54%"|"53%"|"0%"|"3.63"|"3.63"|"4.56"|"-"|"16%"|"16%"|"19%"|"0%"|"3"|"3"|"8"|"6"|"16"|"16"|"19"|"0"
"Customer Segment"|"Academic"|"Academic"|"INS00000324"|"Partners HealthCare System, Inc"|"800 BOYLSTON ST STE 1150, BOSTON, MA 02199"|"INS00006407"|"Cooley Dickinson Hospital"|"30 LOCUST ST, NORTHAMPTON, MA 01060"|"CML"|"$ 12,566,739.26"|"$ 12,566,739.26"|"$ 560,259.26"|"$ 0.00"|"76%"|"76%"|"93%"|"-"|"10%"|"10%"|"6%"|"0%"|"75"|"75"|"2"|"0"|"838"|"838"|"46"|"0"|"553"|"553"|"47"|"1"|"54%"|"54%"|"53%"|"0%"|"3.63"|"3.63"|"4.56"|"-"|"16%"|"16%"|"19%"|"0%"|"3"|"3"|"8"|"6"|"16"|"16"|"19"|"0"
"Customer Segment"|"Academic"|"Academic"|"INS00000324"|"Partners HealthCare System, Inc"|"800 BOYLSTON ST STE 1150, BOSTON, MA 02199"|"INS00117984"|"Dana Farber Community Cancer Care"|"25 MARSTON ST APT 301, LAWRENCE, MA 01841"|"CML"|"$ 12,566,739.26"|"$ 12,566,739.26"|"$ 560,259.26"|"$ 0.00"|"76%"|"76%"|"93%"|"-"|"10%"|"10%"|"6%"|"0%"|"75"|"75"|"2"|"0"|"838"|"838"|"46"|"0"|"553"|"553"|"47"|"4"|"54%"|"54%"|"53%"|"75%"|"3.63"|"3.63"|"4.56"|"8.00"|"16%"|"16%"|"19%"|"0%"|"3"|"3"|"8"|"6"|"16"|"16"|"19"|"0"
"Customer Segment"|"Academic"|"Academic"|"INS00000324"|"Partners HealthCare System, Inc"|"800 BOYLSTON ST STE 1150, BOSTON, MA 02199"|"INS00569488"|"Massachusetts General Hospital for Children"|"55 FRUIT ST, BOSTON, MA 02114"|"CML"|"$ 12,566,739.26"|"$ 12,566,739.26"|"$ 560,259.26"|"$ 0.00"|"76%"|"76%"|"93%"|"-"|"10%"|"10%"|"6%"|"0%"|"75"|"75"|"2"|"0"|"838"|"838"|"46"|"0"|"553"|"553"|"47"|"5"|"54%"|"54%"|"53%"|"60%"|"3.63"|"3.63"|"4.56"|"6.00"|"16%"|"16%"|"19%"|"0%"|"3"|"3"|"8"|"6"|"16"|"16"|"19"|"0"
"Customer Segment"|"Academic"|"Academic"|"INS00000518"|"Yale New Haven Health System"|"789 HOWARD AVE, NEW HAVEN, CT 06519"|"INS00117830"|"Smilow Cancer Hospital Care Center"|"659 GEORGE ST STE A, NEW HAVEN, CT 06511"|"CML"|"$ 12,566,739.26"|"$ 12,566,739.26"|"$ 497,868.71"|"$ 131,866.44"|"76%"|"76%"|"29%"|"-"|"10%"|"10%"|"7%"|"54%"|"75"|"75"|"2"|"0"|"838"|"838"|"36"|"0"|"553"|"553"|"33"|"2"|"54%"|"54%"|"52%"|"0%"|"3.63"|"3.63"|"2.41"|"-"|"16%"|"16%"|"21%"|"0%"|"3"|"3"|"9"|"1"|"16"|"16"|"17"|"100"
"Customer Segment"|"Academic"|"Academic"|"INS00000518"|"Yale New Haven Health System"|"789 HOWARD AVE, NEW HAVEN, CT 06519"|"INS00411832"|"Smilow Cancer Hospital Care Center Trumbull"|"5520 PARK AVE STE 203, TRUMBULL, CT 06611"|"CML"|"$ 12,566,739.26"|"$ 12,566,739.26"|"$ 497,868.71"|"$ 119,095.56"|"76%"|"76%"|"29%"|"57%"|"10%"|"10%"|"7%"|"9%"|"75"|"75"|"2"|"0"|"838"|"838"|"36"|"11"|"553"|"553"|"33"|"4"|"54%"|"54%"|"52%"|"50%"|"3.63"|"3.63"|"2.41"|"2.50"|"16%"|"16%"|"21%"|"25%"|"3"|"3"|"9"|"2"|"16"|"16"|"17"|"90"
